feature	depth	Nsites	totalNsites	propsites
genome	0	210103198	1137318704	0.184736
genome	1	82559862	1137318704	0.0725917
genome	2	59272737	1137318704	0.0521162
genome	3	47016977	1137318704	0.0413402
genome	4	40773040	1137318704	0.0358501
genome	5	37297187	1137318704	0.032794
genome	6	35504074	1137318704	0.0312173
genome	7	34556823	1137318704	0.0303845
genome	8	34157652	1137318704	0.0300335
genome	9	33978124	1137318704	0.0298756
genome	10	33880972	1137318704	0.0297902
genome	11	33735274	1137318704	0.0296621
genome	12	33462398	1137318704	0.0294222
genome	13	32954182	1137318704	0.0289753
genome	14	32281984	1137318704	0.0283843
genome	15	31365240	1137318704	0.0275782
genome	16	30304712	1137318704	0.0266458
genome	17	29019083	1137318704	0.0255153
genome	18	27619922	1137318704	0.0242851
genome	19	26093638	1137318704	0.0229431
genome	20	24517739	1137318704	0.0215575
genome	21	22836832	1137318704	0.0200795
genome	22	21119202	1137318704	0.0185693
genome	23	19346209	1137318704	0.0170104
genome	24	17557961	1137318704	0.015438
genome	25	15777615	1137318704	0.0138726
genome	26	14003830	1137318704	0.012313
genome	27	12303385	1137318704	0.0108179
genome	28	10676113	1137318704	0.00938709
genome	29	9158838	1137318704	0.00805301
genome	30	7767719	1137318704	0.00682985
genome	31	6499388	1137318704	0.00571466
genome	32	5387822	1137318704	0.0047373
genome	33	4409168	1137318704	0.00387681
genome	34	3582841	1137318704	0.00315025
genome	35	2881687	1137318704	0.00253376
genome	36	2294476	1137318704	0.00201744
genome	37	1825760	1137318704	0.00160532
genome	38	1440686	1137318704	0.00126674
genome	39	1133760	1137318704	0.000996871
genome	40	890116	1137318704	0.000782644
genome	41	696557	1137318704	0.000612455
genome	42	549128	1137318704	0.000482827
genome	43	435114	1137318704	0.000382579
genome	44	349909	1137318704	0.000307661
genome	45	280819	1137318704	0.000246913
genome	46	230393	1137318704	0.000202576
genome	47	190584	1137318704	0.000167573
genome	48	159937	1137318704	0.000140626
genome	49	136503	1137318704	0.000120022
genome	50	119201	1137318704	0.000104809
genome	51	105979	1137318704	9.31832e-05
genome	52	94645	1137318704	8.32177e-05
genome	53	86323	1137318704	7.59005e-05
genome	54	78248	1137318704	6.88004e-05
genome	55	72511	1137318704	6.37561e-05
genome	56	66986	1137318704	5.88982e-05
genome	57	61838	1137318704	5.43717e-05
genome	58	57931	1137318704	5.09365e-05
genome	59	55519	1137318704	4.88157e-05
genome	60	50960	1137318704	4.48071e-05
genome	61	48271	1137318704	4.24428e-05
genome	62	45537	1137318704	4.00389e-05
genome	63	42777	1137318704	3.76121e-05
genome	64	40209	1137318704	3.53542e-05
genome	65	38246	1137318704	3.36282e-05
genome	66	37404	1137318704	3.28879e-05
genome	67	35239	1137318704	3.09843e-05
genome	68	33595	1137318704	2.95388e-05
genome	69	32419	1137318704	2.85048e-05
genome	70	31140	1137318704	2.73802e-05
genome	71	30246	1137318704	2.65941e-05
genome	72	29117	1137318704	2.56014e-05
genome	73	27570	1137318704	2.42412e-05
genome	74	26817	1137318704	2.35791e-05
genome	75	26009	1137318704	2.28687e-05
genome	76	25247	1137318704	2.21987e-05
genome	77	25246	1137318704	2.21978e-05
genome	78	24320	1137318704	2.13836e-05
genome	79	23155	1137318704	2.03593e-05
genome	80	22774	1137318704	2.00243e-05
genome	81	22219	1137318704	1.95363e-05
genome	82	21424	1137318704	1.88373e-05
genome	83	20701	1137318704	1.82016e-05
genome	84	20326	1137318704	1.78719e-05
genome	85	19592	1137318704	1.72265e-05
genome	86	18928	1137318704	1.66427e-05
genome	87	19126	1137318704	1.68167e-05
genome	88	18709	1137318704	1.64501e-05
genome	89	18108	1137318704	1.59217e-05
genome	90	17665	1137318704	1.55321e-05
genome	91	17352	1137318704	1.52569e-05
genome	92	17071	1137318704	1.50099e-05
genome	93	16598	1137318704	1.4594e-05
genome	94	15785	1137318704	1.38791e-05
genome	95	16015	1137318704	1.40814e-05
genome	96	15923	1137318704	1.40005e-05
genome	97	15552	1137318704	1.36743e-05
genome	98	15597	1137318704	1.37138e-05
genome	99	15020	1137318704	1.32065e-05
genome	100	14846	1137318704	1.30535e-05
genome	101	15077	1137318704	1.32566e-05
genome	102	14713	1137318704	1.29366e-05
genome	103	14869	1137318704	1.30737e-05
genome	104	14928	1137318704	1.31256e-05
genome	105	14617	1137318704	1.28522e-05
genome	106	14779	1137318704	1.29946e-05
genome	107	14879	1137318704	1.30825e-05
genome	108	14284	1137318704	1.25594e-05
genome	109	14595	1137318704	1.28328e-05
genome	110	13835	1137318704	1.21646e-05
genome	111	13795	1137318704	1.21294e-05
genome	112	13690	1137318704	1.20371e-05
genome	113	13210	1137318704	1.1615e-05
genome	114	12755	1137318704	1.1215e-05
genome	115	12577	1137318704	1.10585e-05
genome	116	12407	1137318704	1.0909e-05
genome	117	12515	1137318704	1.1004e-05
genome	118	12138	1137318704	1.06725e-05
genome	119	11847	1137318704	1.04166e-05
